Uakari_n._ Same as Ouakari.
Umbo_n._ The boss of a shield, at or near the middle, and usually projecting, sometimes in a sharp spike._ A boss, or rounded elevation, or a corresponding depression, in a palate, disk, or membrane; as, the umbo in the integument of the larvae of echinoderms or in the tympanic membrane of the ear._ One of the lateral prominence just above the hinge of a bivalve shell.
Umbonate_a._ Alt. of Umbonated
Umbonated_a._ Having a conical or rounded projection or protuberance, like a boss.
Umbrae_pl. _ of Umbra
Umbra_n._ The conical shadow projected from a planet or satellite, on the side opposite to the sun, within which a spectator could see no portion of the sun's disk; -- used in contradistinction from penumbra. See Penumbra._ The central dark portion, or nucleus, of a sun spot._ The fainter part of a sun spot; -- now more commonly called penumbra._ Any one of several species of sciaenoid food fishes of the genus Umbrina, especially the Mediterranean species (U. cirrhosa), which is highly esteemed as a market fish; -- called also ombre, and umbrine.
Umbraculiferous_a._ Bearing something like an open umbrella.
Umbraculiform_a._ Having the form of anything that serves to shade, as a tree top, an umbrella, and the like; specifically (Bot.), having the form of an umbrella; umbrella-shaped.
Umbrage_n._ Shade; shadow; obscurity; hence, that which affords a shade, as a screen of trees or foliage._ Shadowy resemblance; shadow._ The feeling of being overshadowed; jealousy of another, as standing in one's light or way; hence, suspicion of injury or wrong; offense; resentment.
Umbrageous_a._ Forming or affording a shade; shady; shaded; as, umbrageous trees or foliage._ Not easily perceived, as if from being darkened or shaded; obscure._ Feeling jealousy or umbrage; taking, or disposed to take, umbrage; suspicious.
Umbrate_v. t._ To shade; to shadow; to foreshadow.
Umbratic_a._ Alt. of Umbratical
Umbratical_a._ Of or pertaining to the shade or darkness; shadowy; unreal; secluded; retired.
Umbratile_a._ Umbratic.
Umbratious_a._ Suspicious; captious; disposed to take umbrage.
Umbre_n._ See Umber.
Umbrel_n._ An umbrella.
Umbrella_n._ A shade, screen, or guard, carried in the hand for sheltering the person from the rays of the sun, or from rain or snow. It is formed of silk, cotton, or other fabric, extended on strips of whalebone, steel, or other elastic material, inserted, or fastened to, a rod or stick by means of pivots or hinges, in such a way as to allow of being opened and closed with ease. See Parasol._ The umbrellalike disk, or swimming bell, of a jellyfish._ Any marine tectibranchiate gastropod of the genus Umbrella, having an umbrella-shaped shell; -- called also umbrella shell.
Umbrere_n._ Alt. of Umbriere
Umbriere_n._ In ancient armor, a visor, or projection like the peak of a cap, to which a face guard was sometimes attached. This was sometimes fixed, and sometimes moved freely upon the helmet and could be raised like the beaver. Called also umber, and umbril.
Umbrette_n._ See Umber, 4.
Umbriferous_a._ Casting or making a shade; umbrageous.
Umbril_n._ A umbrere.
Umbrine_n._ See Umbra, 2.
Umbrose_a._ Shady; umbrageous.
Umbrosity_n._ The quality or state of being umbrose; shadiness.
Umhofo_n._ An African two-horned rhinoceros (Atelodus, / Rhinoceros, simus); -- called also chukuru, and white rhinoceros.
Umlaut_n._ The euphonic modification of a root vowel sound by the influence of a, u, or especially i, in the syllable which formerly followed.
Umlauted_a._ Having the umlaut; as, umlauted vowels.
Umpirage_n._ The office of an umpire; the power, right, or authority of an umpire to decide._ The act of umpiring; arbitrament.
Umpire_n._ A person to whose sole decision a controversy or question between parties is referred; especially, one chosen to see that the rules of a game, as cricket, baseball, or the like, are strictly observed._ A third person, who is to decide a controversy or question submitted to arbitrators in case of their disagreement.
Umpired_imp. & p. p._ of Umpire
Umpiring_p. pr. & vb. n._ of Umpire
Umpire_v. t._ To decide as umpire; to arbitrate; to settle, as a dispute._ To perform the duties of umpire in or for; as, to umpire a game.
Umpire_v. i._ To act as umpire or arbitrator.
Umpireship_n._ Umpirage; arbitrament.
Umpress_n._ Female umpire.
Umquhile_adv._ Some time ago; formerly.
Umquhile_a._ Former.
Un-__ An inseparable verbal prefix or particle. It is prefixed: (a) To verbs to express the contrary, and not the simple negative, of the action of the verb to which it is prefixed; as in uncoil, undo, unfold. (b) To nouns to form verbs expressing privation of the thing, quality, or state expressed by the noun, or separation from it; as in unchild, unsex. Sometimes particles and participial adjectives formed with this prefix coincide in form with compounds of the negative prefix un- (see 2d Un-); as in undone (from undo), meaning unfastened, ruined; and undone (from 2d un- and done) meaning not done, not finished. Un- is sometimes used with an intensive force merely; as in unloose.
Un-_adv._ An inseparable prefix, or particle, signifying not; in-; non-. In- is prefixed mostly to words of Latin origin, or else to words formed by Latin suffixes; un- is of much wider application, and is attached at will to almost any adjective, or participle used adjectively, or adverb, from which it may be desired to form a corresponding negative adjective or adverb, and is also, but less freely, prefixed to nouns. Un- sometimes has merely an intensive force; as in unmerciless, unremorseless._ Un- is prefixed to adjectives, or to words used adjectively._ To adjectives, to denote the absence of the quality designated by the adjective_ To past particles, or to adjectives formed after the analogy of past particles, to indicate the absence of the condition or state expressed by them_ To present particles which come from intransitive verbs, or are themselves employed as adjectives, to mark the absence of the activity, disposition, or condition implied by the participle; as, - ---- and the like._ Those which have acquired an opposed or contrary, instead of a merely negative, meaning; as, unfriendly, ungraceful, unpalatable, unquiet, and the like; or else an intensive sense more than a prefixed not would express; as, unending, unparalleled, undisciplined, undoubted, unsafe, and the like._ Those which have the value of independent words, inasmuch as the simple words are either not used at all, or are rarely, or at least much less frequently, used; as, unavoidable, unconscionable, undeniable, unspeakable, unprecedented, unruly, and the like; or inasmuch as they are used in a different sense from the usual meaning of the primitive, or especially in one of the significations of the latter; as, unaccountable, unalloyed, unbelieving, unpretending, unreserved, and the like; or inasmuch as they are so frequently and familiarly used that they are hardly felt to be of negative origin; as, uncertain, uneven, and the like._ Those which are anomalous, provincial, or, for some other reason, not desirable to be used, and are so indicated; as, unpure for impure, unsatisfaction for dissatisfaction, unexpressible for inexpressible, and the like._ Un- is prefixed to nouns to express the absence of, or the contrary of, that which the noun signifies; as, unbelief, unfaith, unhealth, unrest, untruth, and the like.
Unability_n._ Inability.
Unable_a._ Not able; not having sufficient strength, means, knowledge, skill, or the like; impotent' weak; helpless; incapable; -- now usually followed by an infinitive or an adverbial phrase; as, unable for work; unable to bear fatigue.
Unabled_a._ Disabled.
Unableness_n._ Inability.
Una boat__ The English name for a catboat; -- so called because Una was the name of the first boat of this kind taken to England.
Unabridged_a._ Not abridged, or shortened; full; complete; entire; whole.
Unabsorbable_a._ Not absorbable; specifically (Physiol.), not capable of absorption; unable to pass by osmosis into the circulating blood; as, the unabsorbable portion of food.
Unacceptability_n._ The quality of being unacceptable; unacceptableness.
Unacceptable_a._ Not acceptable; not pleasing; not welcome; unpleasant; disagreeable; displeasing; offensive.
Unaccessible_a._ Inaccessible.
Unaccomplished_a._ Not accomplished or performed; unfinished; also, deficient in accomplishment; unrefined.
Unaccomplishment_n._ The state of being unaccomplished.
Unaccountability_n._ The quality or state of being unaccountable.
Unaccountable_a._ Not accountable or responsible; free from control._ Not to be accounted for; inexplicable; not consonant with reason or rule; strange; mysterious.
Unaccurate_a._ Inaccurate.
Unaccurateness_n._ Inaccuracy.
Unaccustomed_a._ Not used; not habituated; unfamiliar; unused; -- which to._ Not usual; uncommon; strange; new.
Unacquaintance_n._ The quality or state of being unacquainted; want of acquaintance; ignorance.
Unacquainted_a._ Not acquainted._ Not usual; unfamiliar; strange.
Unacquaintedness_n._ Unacquaintance.
Unactive_a._ Inactive; listless.
Unactive_v. t._ To render inactive or listless.
Unactiveness_n._ Inactivity.
Unadmissible_a._ Alt. of Unadmittable
Unadmittable_a._ Inadmissible.
Unadulterate_a._ Alt. of Unadulterated
Unadulterated_a._ Not adulterated; pure.
Unadvisable_a._ Not advisable; inadvisable; inexpedient.
Unadvised_a._ Not prudent; not discreet; ill advised._ Done without due consideration; wanton; rash; inconsiderate; as, an unadvised proceeding.
Unaffected_a._ Not affected or moved; destitute of affection or emotion; uninfluenced._ Free from affectation; plain; simple; natural; real; sincere; genuine; as, unaffected sorrow.
Unafiled_a._ Undefiled.
Unagreeable_a._ Disagreeable._ Not agreeing or consistent; unsuitable.
Unaidable_a._ Incapable of being aided.
Unalienable_a._ Inalienable; as, unalienable rights.
Unalist_n._ An ecclesiastical who holds but one benefice; -- distinguished from pluralist.
Unallied_a._ Not allied; having no ally; having no connection or relation; as, unallied species or genera.
Unalloyed_a._ Not alloyed; not reduced by foreign admixture; unmixed; unqualified; pure; as, unalloyed metals; unalloyed happiness.
Unalmsed_a._ Not having received alms.
Unambiguity_n._ Absence of ambiguity; clearness; perspicuity.
Unambition_n._ The absence of ambition.
Unamiability_n._ The quality or state of being unamiable; moroseness.
Unamiable_a._ Not amiable; morose; ill-natured; repulsive.
Unanchor_v. t._ To loose from the anchor, as a ship.
Unaneled_a._ Not aneled; not having received extreme unction.
Unanimate_a._ Unanimous.
Unanimity_n._ The quality or state of being unanimous.
Unanimous_a._ Being of one mind; agreeing in opinion, design, or determination; consentient; not discordant or dissentient; harmonious; as, the assembly was unanimous; the members of the council were unanimous._ Formed with unanimity; indicating unanimity; having the agreement and consent of all; agreed upon without the opposition or contradiction of any; as, a unanimous opinion; a unanimous vote.
Unanswerability_n._ The quality of being unanswerable; unanswerableness.
Unanswerable_a._ Not answerable; irrefutable; conclusive; decisive; as, he have an unanswerable argument.
Unanswered_a._ Not answered; not replied; as, an unanswered letter._ Not refuted; as, an unanswered argument._ Not responded to in kind; unrequited; as, unanswered affection.
Unappalled_a._ Not appalled; not frightened; dauntless; undaunted.
Unapparel_v. t._ To divest of clothing; to strip.
Unappealable_a._ Not appealable; that can not be carried to a higher tribunal by appeal; as, an unappealable suit or action._ Not to be appealed from; -- said of a judge or a judgment that can not be overruled.
Unappliable_a._ Inapplicable.
Unapplicable_a._ Inapplicable.
Unappropriate_a._ Inappropriate; unsuitable._ Not appropriated.
Unappropriate_v. t._ To take from private possession; to restore to the possession or right of all; as, to unappropriate a monopoly.
Unappropriated_a._ Not specially appropriate; having not special application._ Not granted to any person, corporation, or the like, to the exclusion of others; as, unappropriated lands._ Not granted for, or applied to, any specific purpose; as, the unappropriated moneys in the treasury.
Unapproved_a._ Not approved._ Not proved.
Unapt_a._ Inapt; slow; dull._ Unsuitable; unfit; inappropriate._ Not accustomed and not likely; not disposed.
Unaquit_a._ Unrequited.
Unargued_a._ Not argued or debated._ Not argued against; undisputed._ Not censured.
Unarm_v. t._ To disarm.
Unarm_v. i._ To puff off, or lay down, one's arms or armor.
Unarmed_a._ Not armed or armored; having no arms or weapons._ Having no hard and sharp projections, as spines, prickles, spurs, claws, etc.
Unarted_a._ Ignorant of the arts._ Not artificial; plain; simple.
Unartful_a._ Lacking art or skill; artless.
Unartistic_a._ Inartistic.
Unascried_a._ Not descried.
Unaserved_a._ Not served.
Unassuming_a._ Not assuming; not bold or forward; not arrogant or presuming; humble; modest; retiring; as, an unassuming youth; unassuming manners.
Unassured_a._ Not assured; not bold or confident._ Not to be trusted._ Not insured against loss; as, unassured goods.
Unatonable_a._ Not capable of being brought into harmony; irreconcilable._ Incapable of being atoned for; inexpiable.
Unattached_a._ Not attached; not adhering; having no engagement; free._ Not assigned to any company or regiment._ Not taken or arrested.
Unattentive_a._ Inattentive; careless.
Unattire_v. t._ To divest of attire; to undress.
Unau_n._ The two-toed sloth (Cholopus didactylus), native of South America. It is about two feet long. Its color is a uniform grayish brown, sometimes with a reddish tint.
Unaudienced_a._ Not given an audience; not received or heard.
Unauspicious_a._ Inauspicious.
Unauthorize_v. t._ To disown the authority of; to repudiate.
Unavoidable_a._ Not avoidable; incapable of being shunned or prevented; inevitable; necessary; as, unavoidable troubles._ Not voidable; incapable of being made null or void.
Unavoided_a._ Not avoided or shunned._ Unavoidable; inevitable.
Unaware_a._ Not aware; not noticing; giving no heed; thoughtless; inattentive.
Unaware_adv._ Unawares.
Unawares_adv._ Without design or preparation; suddenly; without premeditation, unexpectedly.
Unbacked_a._ Never mounted by a rider; unbroken._ Not supported or encouraged; not countenanced; unaided.
Unbag_v. t._ To pour, or take, or let go, out of a bag or bags.
Unbalanced_a._ Not balanced; not in equipoise; having no counterpoise, or having insufficient counterpoise._ Not adjusted; not settled; not brought to an equality of debt and credit; as, an unbalanced account; unbalanced books._ Being, or being thrown, out of equilibrium; hence, disordered or deranged in sense; unsteady; unsound; as, an unbalanced mind.
Unballast_v. t._ To free from ballast; to discharge ballast from.
Unballast_a._ Not ballasted.
Unballasted_a._ Freed from ballast; having discharged ballast._ Not furnished with ballast; not kept steady by ballast; unsteady; as, unballasted vessels; unballasted wits.
Unbaned_a._ Wanting a band or string; unfastened.
Unbank_v. t._ To remove a bank from; to open by, or as if by, the removal of a bank.
Unbar_v. t._ To remove a bar or bars from; to unbolt; to open; as, to unbar a gate.
Unbarbed_a._ Not shaven._ Destitute of bards, or of reversed points, hairs, or plumes; as, an unbarded feather.
Unbark_v. t._ To deprive of the bark; to decorticate; to strip; as, to unbark a tree._ To cause to disembark; to land.
Unbarrel_v. t._ To remove or release from a barrel or barrels.
Unbarricade_v. t._ To unbolt; to unbar; to open.
Unbarricadoed_a._ Not obstructed by barricades; open; as, unbarricadoed streets.
Unbashful_a._ Not bashful or modest; bold; impudent; shameless.
Unbay_v. t._ To free from the restraint of anything that surrounds or incloses; to let loose; to open.
Unbe_v. t._ To cause not to be; to cause to be another.
Unbear_v. t._ To remove or loose the bearing rein of (a horse).
Unbeat_v. t._ To deliver from the form or nature of a beast.
Unbecome_v. t._ To misbecome.
Unbecoming_a._ Not becoming; unsuitable; unfit; indecorous; improper.
Unbed_v. t._ To raise or rouse from bed.
Unbedinned_a._ Not filled with din.
Unbefool_v. t._ To deliver from the state of a fool; to awaken the mind of; to undeceive.
Unbeget_v. t._ To deprive of existence.
Unbegilt_a._ Not gilded; hence, not rewarded with gold.
Unbegot_a._ Alt. of Unbegotten
Unbegotten_a._ Not begot; not yet generated; also, having never been generated; self-existent; eternal.
Unbeguiled_imp. & p. p._ of Unbeguile
Unbeguiling_p. pr. & vb. n._ of Unbeguile
Unbeguile_v. t._ To set free from the influence of guile; to undeceive.
Unbegun_a._ Not yet begun; also, existing without a beginning.
Unbehovely_a._ Not behooving or becoming; unseemly.
Unbeing_a._ Not existing.
Unbeknown_a._ Not known; unknown.
Unbelief_n._ The withholding of belief; doubt; incredulity; skepticism._ Disbelief; especially, disbelief of divine revelation, or in a divine providence or scheme of redemption.
Unbelieved_a._ Not believed; disbelieved.
Unbeliever_n._ One who does not believe; an incredulous person; a doubter; a skeptic._ A disbeliever; especially, one who does not believe that the Bible is a divine revelation, and holds that Christ was neither a divine nor a supernatural person; an infidel; a freethinker.
Unbelieving_a._ Not believing; incredulous; doubting; distrusting; skeptical._ Believing the thing alleged no to be true; disbelieving; especially, believing that Bible is not a divine revelation, or that Christ was not a divine or a supernatural person.
Unbelt_v. t._ To remove or loose the belt of; to ungird.
Unbent_imp. & p. p._ of Unbend
